OrderKey,DateKey,ProductKey,StoreKey,CustomerKey,Quantity,UnitPrice,DiscountPercent,UnitCost,OrderChannel
11585,2024-01-30,PRD039,STR08,CUS00778,3,6108.59,0.0,4829.6,In-Store
11586,2024-01-30,PRD030,STR08,CUS02047,1,10244.81,0.0,5833.55,In-Store
11587,2024-01-30,PRD028,STR14,CUS01242,2,3337.73,0.0,2553.79,Online
11588,2024-01-30,PRD016,STR10,CUS00603,4,4493.03,0.0,2556.53,In-Store
11589,2024-01-30,PRD030,STR14,CUS01256,2,10244.81,0.0,5833.55,Online
11590,2024-01-30,PRD029,STR18,CUS01894,1,10664.77,0.0,5794.25,Online
11591,2024-01-30,PRD009,STR13,CUS00083,3,54125.68,0.0,31212.63,In-Store
11592,2024-01-30,PRD030,STR05,CUS02459,1,10244.81,0.0,5833.55,In-Store
11593,2024-01-31,PRD003,STR09,CUS01356,1,10911.78,0.05,7072.94,In-Store
11594,2024-01-31,PRD024,STR07,CUS00492,1,6786.83,0.0,4995.71,In-Store
11595,2024-01-31,PRD001,STR12,CUS00800,1,37230.73,0.2,20591.21,In-Store
11596,2024-01-31,PRD011,STR02,CUS00700,2,1116.0,0.0,715.75,In-Store
11597,2024-01-31,PRD032,STR09,CUS00612,1,5225.34,0.0,3782.27,In-Store
11598,2024-01-31,PRD027,STR14,CUS02153,2,4506.83,0.0,3009.24,Online
11599,2024-01-31,PRD037,STR15,CUS00108,1,1804.66,0.0,1370.06,Online
11600,2024-01-31,PRD048,STR09,CUS00860,1,892.97,0.15,502.98,In-Store
11601,2024-01-31,PRD016,STR06,CUS02259,1,4493.03,0.15,2556.53,In-Store
11602,2024-01-31,PRD040,STR10,CUS00990,1,8234.9,0.0,6316.2,In-Store
11603,2024-01-31,PRD033,STR03,CUS01651,2,6468.2,0.1,4738.95,In-Store
11604,2024-01-31,PRD021,STR02,CUS01293,1,5064.11,0.0,2806.05,In-Store
11605,2024-01-31,PRD046,STR15,CUS01518,1,617.95,0.0,468.13,Online
11606,2024-01-31,PRD009,STR03,CUS00488,1,54125.68,0.0,31212.63,In-Store
11607,2024-01-31,PRD031,STR08,CUS01301,1,5326.19,0.05,3732.55,In-Store
11608,2024-01-31,PRD047,STR08,CUS02021,2,205.45,0.0,161.22,In-Store
11609,2024-01-31,PRD009,STR18,CUS01117,1,54125.68,0.0,31212.63,Online
11610,2024-01-31,PRD048,STR13,CUS01007,1,892.97,0.1,502.98,In-Store
11611,2024-01-31,PRD014,STR14,CUS02316,3,2070.71,0.0,1222.65,Online
11612,2024-01-31,PRD016,STR12,CUS01298,1,4493.03,0.0,2556.53,In-Store
11613,2024-01-31,PRD003,STR05,CUS01272,1,10911.78,0.0,7072.94,In-Store
11614,2024-01-31,PRD038,STR07,CUS00263,1,12076.94,0.0,7419.68,In-Store
11615,2024-01-31,PRD050,STR03,CUS00448,2,764.72,0.0,563.54,In-Store
11616,2024-02-01,PRD048,STR15,CUS00553,2,892.97,0.0,502.98,Online
11617,2024-02-01,PRD026,STR03,CUS02305,1,4459.32,0.0,3305.64,In-Store
11618,2024-02-01,PRD047,STR11,CUS02108,1,205.45,0.0,161.22,In-Store
11619,2024-02-01,PRD046,STR16,CUS00904,1,617.95,0.0,468.13,Online
11620,2024-02-01,PRD021,STR09,CUS02232,1,5064.11,0.0,2806.05,In-Store
11621,2024-02-01,PRD013,STR03,CUS01169,3,2327.49,0.0,1299.57,In-Store
11622,2024-02-01,PRD043,STR10,CUS01079,1,354.16,0.0,280.18,In-Store
11623,2024-02-01,PRD016,STR14,CUS02353,1,4493.03,0.0,2556.53,Online
11624,2024-02-01,PRD037,STR16,CUS01131,2,1804.66,0.0,1370.06,Online
11625,2024-02-01,PRD033,STR07,CUS00637,1,6468.2,0.0,4738.95,In-Store
11626,2024-02-01,PRD021,STR05,CUS01509,3,5064.11,0.05,2806.05,In-Store
11627,2024-02-01,PRD033,STR12,CUS01262,1,6468.2,0.0,4738.95,In-Store
11628,2024-02-01,PRD027,STR05,CUS02016,1,4506.83,0.0,3009.24,In-Store
11629,2024-02-01,PRD004,STR04,CUS00190,1,52665.96,0.0,29508.13,In-Store
11630,2024-02-01,PRD044,STR03,CUS02402,1,177.02,0.0,109.94,In-Store
11631,2024-02-01,PRD040,STR07,CUS02239,1,8234.9,0.0,6316.2,In-Store
11632,2024-02-01,PRD020,STR08,CUS00616,1,611.43,0.0,398.62,In-Store
11633,2024-02-01,PRD035,STR13,CUS02214,2,7988.65,0.0,4776.76,In-Store
11634,2024-02-01,PRD049,STR02,CUS01851,1,824.82,0.0,573.15,In-Store
11635,2024-02-01,PRD023,STR08,CUS01498,1,6348.35,0.0,3607.97,In-Store
11636,2024-02-01,PRD031,STR12,CUS01058,1,5326.19,0.0,3732.55,In-Store
11637,2024-02-01,PRD006,STR10,CUS01319,3,50500.57,0.0,28977.4,In-Store
11638,2024-02-01,PRD042,STR14,CUS00379,1,266.99,0.0,182.18,Online
11639,2024-02-01,PRD050,STR16,CUS02293,1,764.72,0.0,563.54,Online
11640,2024-02-01,PRD029,STR04,CUS00562,1,10664.77,0.0,5794.25,In-Store
11641,2024-02-01,PRD035,STR17,CUS00670,2,7988.65,0.0,4776.76,Online
11642,2024-02-01,PRD037,STR16,CUS01780,1,1804.66,0.0,1370.06,Online
11643,2024-02-01,PRD017,STR07,CUS01046,1,2842.6,0.0,2119.97,In-Store
11644,2024-02-01,PRD022,STR15,CUS01871,2,3053.81,0.0,2119.47,Online
11645,2024-02-01,PRD043,STR09,CUS00565,1,354.16,0.05,280.18,In-Store
11646,2024-02-01,PRD046,STR15,CUS00525,1,617.95,0.1,468.13,Online
11647,2024-02-01,PRD010,STR14,CUS00067,2,27395.05,0.0,17615.0,Online
11648,2024-02-01,PRD001,STR18,CUS01666,1,37230.73,0.05,20591.21,Online
11649,2024-02-02,PRD029,STR14,CUS01918,1,10664.77,0.0,5794.25,Online
11650,2024-02-02,PRD045,STR10,CUS01927,3,592.01,0.0,413.18,In-Store
11651,2024-02-02,PRD012,STR08,CUS00211,1,3043.12,0.0,1698.89,In-Store
11652,2024-02-02,PRD041,STR08,CUS01018,1,575.91,0.0,309.7,In-Store
11653,2024-02-02,PRD045,STR09,CUS00043,1,592.01,0.0,413.18,In-Store
11654,2024-02-02,PRD002,STR18,CUS02427,2,76663.16,0.0,43939.57,Online
11655,2024-02-02,PRD016,STR12,CUS01246,1,4493.03,0.0,2556.53,In-Store
11656,2024-02-02,PRD004,STR09,CUS01963,1,52665.96,0.0,29508.13,In-Store
11657,2024-02-02,PRD041,STR06,CUS01865,1,575.91,0.0,309.7,In-Store
11658,2024-02-02,PRD035,STR09,CUS00547,1,7988.65,0.0,4776.76,In-Store
11659,2024-02-02,PRD005,STR17,CUS02022,3,18335.12,0.1,11384.88,Online
11660,2024-02-02,PRD033,STR04,CUS00033,4,6468.2,0.05,4738.95,In-Store
11661,2024-02-02,PRD013,STR06,CUS00498,1,2327.49,0.2,1299.57,In-Store
11662,2024-02-02,PRD025,STR02,CUS01178,3,1867.86,0.0,1086.26,In-Store
11663,2024-02-02,PRD014,STR11,CUS00861,1,2070.71,0.0,1222.65,In-Store
11664,2024-02-03,PRD034,STR08,CUS01405,2,8918.55,0.0,5825.84,In-Store
11665,2024-02-03,PRD031,STR17,CUS02080,1,5326.19,0.0,3732.55,Online
11666,2024-02-03,PRD047,STR04,CUS00418,2,205.45,0.0,161.22,In-Store
11667,2024-02-03,PRD005,STR07,CUS00375,1,18335.12,0.0,11384.88,In-Store
11668,2024-02-03,PRD048,STR17,CUS01093,1,892.97,0.0,502.98,Online
11669,2024-02-03,PRD048,STR17,CUS01037,1,892.97,0.0,502.98,Online
11670,2024-02-03,PRD003,STR15,CUS00429,1,10911.78,0.0,7072.94,Online
11671,2024-02-03,PRD050,STR07,CUS00615,2,764.72,0.0,563.54,In-Store
11672,2024-02-03,PRD012,STR03,CUS02209,1,3043.12,0.0,1698.89,In-Store
11673,2024-02-03,PRD042,STR14,CUS01421,2,266.99,0.0,182.18,Online
11674,2024-02-03,PRD043,STR15,CUS01499,1,354.16,0.0,280.18,Online
11675,2024-02-03,PRD023,STR13,CUS00086,2,6348.35,0.0,3607.97,In-Store
11676,2024-02-03,PRD020,STR06,CUS01533,2,611.43,0.0,398.62,In-Store
11677,2024-02-03,PRD043,STR12,CUS00581,1,354.16,0.0,280.18,In-Store
11678,2024-02-03,PRD007,STR13,CUS01575,1,80040.53,0.0,43725.36,In-Store
11679,2024-02-03,PRD017,STR16,CUS01750,1,2842.6,0.0,2119.97,Online
11680,2024-02-03,PRD034,STR03,CUS00198,1,8918.55,0.0,5825.84,In-Store
11681,2024-02-03,PRD001,STR05,CUS00951,2,37230.73,0.0,20591.21,In-Store
11682,2024-02-03,PRD012,STR07,CUS00907,2,3043.12,0.0,1698.89,In-Store
11683,2024-02-03,PRD049,STR15,CUS00402,1,824.82,0.0,573.15,Online
11684,2024-02-03,PRD016,STR16,CUS00745,1,4493.03,0.0,2556.53,Online
11685,2024-02-03,PRD030,STR05,CUS02250,2,10244.81,0.0,5833.55,In-Store
11686,2024-02-03,PRD007,STR09,CUS01997,2,80040.53,0.0,43725.36,In-Store
11687,2024-02-03,PRD011,STR11,CUS00567,1,1116.0,0.0,715.75,In-Store
11688,2024-02-03,PRD016,STR03,CUS01519,1,4493.03,0.0,2556.53,In-Store
11689,2024-02-03,PRD037,STR15,CUS02077,1,1804.66,0.0,1370.06,Online
11690,2024-02-03,PRD043,STR09,CUS00367,3,354.16,0.0,280.18,In-Store
11691,2024-02-03,PRD032,STR17,CUS00759,2,5225.34,0.0,3782.27,Online
11692,2024-02-03,PRD020,STR10,CUS01488,1,611.43,0.0,398.62,In-Store
11693,2024-02-03,PRD019,STR15,CUS00779,1,3752.67,0.0,2331.1,Online
11694,2024-02-03,PRD035,STR01,CUS02303,2,7988.65,0.0,4776.76,In-Store
11695,2024-02-03,PRD003,STR08,CUS02183,1,10911.78,0.0,7072.94,In-Store
11696,2024-02-03,PRD013,STR08,CUS00177,2,2327.49,0.0,1299.57,In-Store
11697,2024-02-03,PRD012,STR04,CUS00693,1,3043.12,0.2,1698.89,In-Store
11698,2024-02-04,PRD007,STR12,CUS00882,1,80040.53,0.0,43725.36,In-Store
11699,2024-02-04,PRD036,STR11,CUS00002,2,899.47,0.0,572.51,In-Store
11700,2024-02-04,PRD021,STR03,CUS01665,2,5064.11,0.0,2806.05,In-Store
11701,2024-02-04,PRD013,STR11,CUS01473,1,2327.49,0.0,1299.57,In-Store
11702,2024-02-04,PRD030,STR06,CUS00765,1,10244.81,0.0,5833.55,In-Store
11703,2024-02-04,PRD050,STR03,CUS01157,1,764.72,0.05,563.54,In-Store
11704,2024-02-04,PRD005,STR11,CUS00021,1,18335.12,0.0,11384.88,In-Store
11705,2024-02-04,PRD004,STR17,CUS02059,1,52665.96,0.0,29508.13,Online
11706,2024-02-04,PRD037,STR14,CUS00683,3,1804.66,0.0,1370.06,Online
11707,2024-02-04,PRD021,STR03,CUS00329,2,5064.11,0.0,2806.05,In-Store
11708,2024-02-04,PRD012,STR03,CUS01009,1,3043.12,0.0,1698.89,In-Store
11709,2024-02-04,PRD047,STR09,CUS02491,1,205.45,0.0,161.22,In-Store
11710,2024-02-04,PRD002,STR01,CUS01681,1,76663.16,0.0,43939.57,In-Store
11711,2024-02-04,PRD024,STR01,CUS02199,1,6786.83,0.0,4995.71,In-Store
11712,2024-02-04,PRD020,STR05,CUS01619,2,611.43,0.0,398.62,In-Store
11713,2024-02-04,PRD001,STR02,CUS00408,1,37230.73,0.0,20591.21,In-Store
11714,2024-02-04,PRD001,STR10,CUS02064,1,37230.73,0.0,20591.21,In-Store
11715,2024-02-04,PRD038,STR01,CUS01912,1,12076.94,0.0,7419.68,In-Store
11716,2024-02-04,PRD043,STR04,CUS01035,2,354.16,0.0,280.18,In-Store
11717,2024-02-04,PRD050,STR01,CUS01583,4,764.72,0.0,563.54,In-Store
11718,2024-02-04,PRD042,STR10,CUS00353,1,266.99,0.0,182.18,In-Store
11719,2024-02-05,PRD039,STR10,CUS02274,1,6108.59,0.1,4829.6,In-Store
11720,2024-02-05,PRD001,STR14,CUS01604,2,37230.73,0.0,20591.21,Online
11721,2024-02-05,PRD015,STR11,CUS01519,1,1179.13,0.0,939.71,In-Store
11722,2024-02-05,PRD040,STR13,CUS01501,2,8234.9,0.0,6316.2,In-Store
11723,2024-02-05,PRD046,STR04,CUS02429,1,617.95,0.0,468.13,In-Store
11724,2024-02-05,PRD038,STR08,CUS00190,1,12076.94,0.0,7419.68,In-Store
11725,2024-02-05,PRD047,STR15,CUS00296,1,205.45,0.0,161.22,Online
11726,2024-02-05,PRD004,STR14,CUS00697,1,52665.96,0.0,29508.13,Online
11727,2024-02-05,PRD001,STR03,CUS02318,1,37230.73,0.0,20591.21,In-Store
11728,2024-02-05,PRD013,STR02,CUS02111,2,2327.49,0.0,1299.57,In-Store
11729,2024-02-05,PRD032,STR12,CUS00177,2,5225.34,0.1,3782.27,In-Store
11730,2024-02-05,PRD008,STR08,CUS02493,1,27873.72,0.0,21802.36,In-Store
11731,2024-02-05,PRD008,STR08,CUS00945,1,27873.72,0.0,21802.36,In-Store
11732,2024-02-05,PRD042,STR01,CUS00686,3,266.99,0.0,182.18,In-Store
11733,2024-02-05,PRD030,STR07,CUS00378,1,10244.81,0.15,5833.55,In-Store
11734,2024-02-05,PRD015,STR03,CUS02351,1,1179.13,0.0,939.71,In-Store
11735,2024-02-05,PRD045,STR01,CUS02413,1,592.01,0.0,413.18,In-Store
11736,2024-02-05,PRD030,STR07,CUS01735,1,10244.81,0.0,5833.55,In-Store
11737,2024-02-05,PRD003,STR15,CUS01221,1,10911.78,0.0,7072.94,Online
11738,2024-02-05,PRD040,STR16,CUS00868,1,8234.9,0.0,6316.2,Online
11739,2024-02-05,PRD020,STR04,CUS01608,1,611.43,0.0,398.62,In-Store
11740,2024-02-05,PRD023,STR05,CUS02109,1,6348.35,0.0,3607.97,In-Store
11741,2024-02-05,PRD042,STR02,CUS01417,1,266.99,0.0,182.18,In-Store
11742,2024-02-06,PRD036,STR14,CUS00172,1,899.47,0.0,572.51,Online
11743,2024-02-06,PRD021,STR04,CUS01961,1,5064.11,0.0,2806.05,In-Store
11744,2024-02-06,PRD038,STR18,CUS01887,2,12076.94,0.0,7419.68,Online
11745,2024-02-06,PRD021,STR18,CUS01822,2,5064.11,0.0,2806.05,Online
11746,2024-02-06,PRD041,STR05,CUS01260,2,575.91,0.0,309.7,In-Store
11747,2024-02-06,PRD036,STR18,CUS00388,1,899.47,0.0,572.51,Online
11748,2024-02-06,PRD049,STR10,CUS01810,1,824.82,0.0,573.15,In-Store
11749,2024-02-06,PRD027,STR04,CUS02120,1,4506.83,0.0,3009.24,In-Store
11750,2024-02-06,PRD032,STR13,CUS01238,1,5225.34,0.0,3782.27,In-Store
11751,2024-02-06,PRD025,STR01,CUS01636,2,1867.86,0.0,1086.26,In-Store
11752,2024-02-06,PRD024,STR13,CUS02479,1,6786.83,0.0,4995.71,In-Store
11753,2024-02-06,PRD003,STR15,CUS01109,1,10911.78,0.0,7072.94,Online
11754,2024-02-06,PRD049,STR06,CUS00226,1,824.82,0.0,573.15,In-Store
11755,2024-02-06,PRD003,STR06,CUS01959,1,10911.78,0.0,7072.94,In-Store
11756,2024-02-06,PRD030,STR05,CUS01288,3,10244.81,0.0,5833.55,In-Store
11757,2024-02-06,PRD033,STR08,CUS00543,1,6468.2,0.2,4738.95,In-Store
11758,2024-02-06,PRD040,STR10,CUS00331,2,8234.9,0.0,6316.2,In-Store
11759,2024-02-06,PRD010,STR14,CUS01957,1,27395.05,0.0,17615.0,Online
11760,2024-02-06,PRD002,STR16,CUS02445,1,76663.16,0.0,43939.57,Online
11761,2024-02-06,PRD032,STR10,CUS02396,1,5225.34,0.0,3782.27,In-Store
11762,2024-02-06,PRD001,STR09,CUS00691,1,37230.73,0.0,20591.21,In-Store
11763,2024-02-06,PRD007,STR07,CUS01840,1,80040.53,0.0,43725.36,In-Store
11764,2024-02-06,PRD019,STR11,CUS01743,1,3752.67,0.0,2331.1,In-Store
11765,2024-02-06,PRD028,STR03,CUS00382,1,3337.73,0.0,2553.79,In-Store
11766,2024-02-06,PRD005,STR09,CUS01242,3,18335.12,0.0,11384.88,In-Store
11767,2024-02-06,PRD014,STR09,CUS02426,2,2070.71,0.2,1222.65,In-Store
11768,2024-02-06,PRD020,STR11,CUS00621,1,611.43,0.0,398.62,In-Store
11769,2024-02-07,PRD013,STR10,CUS00835,1,2327.49,0.0,1299.57,In-Store
11770,2024-02-07,PRD043,STR17,CUS02136,1,354.16,0.0,280.18,Online
11771,2024-02-07,PRD014,STR05,CUS01867,2,2070.71,0.0,1222.65,In-Store
11772,2024-02-07,PRD008,STR10,CUS01722,1,27873.72,0.0,21802.36,In-Store
11773,2024-02-07,PRD050,STR12,CUS01301,2,764.72,0.0,563.54,In-Store
11774,2024-02-07,PRD037,STR03,CUS00178,2,1804.66,0.15,1370.06,In-Store
11775,2024-02-07,PRD032,STR14,CUS01322,1,5225.34,0.0,3782.27,Online
11776,2024-02-07,PRD045,STR11,CUS00390,1,592.01,0.0,413.18,In-Store
11777,2024-02-07,PRD044,STR04,CUS00276,1,177.02,0.0,109.94,In-Store
11778,2024-02-07,PRD002,STR08,CUS00644,1,76663.16,0.0,43939.57,In-Store
11779,2024-02-07,PRD046,STR11,CUS00197,1,617.95,0.0,468.13,In-Store
11780,2024-02-07,PRD039,STR14,CUS00583,1,6108.59,0.0,4829.6,Online
11781,2024-02-07,PRD027,STR08,CUS00510,2,4506.83,0.1,3009.24,In-Store
11782,2024-02-07,PRD017,STR13,CUS01202,1,2842.6,0.0,2119.97,In-Store
11783,2024-02-07,PRD031,STR05,CUS02347,1,5326.19,0.0,3732.55,In-Store
11784,2024-02-07,PRD038,STR06,CUS00823,1,12076.94,0.0,7419.68,In-Store
11785,2024-02-07,PRD045,STR01,CUS00518,2,592.01,0.0,413.18,In-Store
11786,2024-02-07,PRD046,STR09,CUS01911,1,617.95,0.0,468.13,In-Store
11787,2024-02-07,PRD047,STR04,CUS02068,1,205.45,0.0,161.22,In-Store
11788,2024-02-07,PRD003,STR11,CUS00376,1,10911.78,0.0,7072.94,In-Store
11789,2024-02-07,PRD027,STR18,CUS02491,1,4506.83,0.0,3009.24,Online
11790,2024-02-07,PRD047,STR18,CUS02048,1,205.45,0.0,161.22,Online
11791,2024-02-07,PRD041,STR07,CUS01831,1,575.91,0.0,309.7,In-Store
11792,2024-02-07,PRD007,STR14,CUS00278,1,80040.53,0.0,43725.36,Online
11793,2024-02-07,PRD011,STR18,CUS01803,2,1116.0,0.05,715.75,Online
11794,2024-02-07,PRD037,STR10,CUS00757,2,1804.66,0.0,1370.06,In-Store
11795,2024-02-08,PRD031,STR18,CUS00565,1,5326.19,0.0,3732.55,Online
11796,2024-02-08,PRD008,STR14,CUS01644,2,27873.72,0.0,21802.36,Online
11797,2024-02-08,PRD047,STR01,CUS01245,1,205.45,0.0,161.22,In-Store
11798,2024-02-08,PRD036,STR13,CUS00002,1,899.47,0.0,572.51,In-Store
11799,2024-02-08,PRD041,STR02,CUS01787,1,575.91,0.0,309.7,In-Store
11800,2024-02-08,PRD002,STR10,CUS01545,2,76663.16,0.0,43939.57,In-Store
11801,2024-02-08,PRD033,STR03,CUS00318,1,6468.2,0.0,4738.95,In-Store
11802,2024-02-08,PRD016,STR09,CUS00054,1,4493.03,0.0,2556.53,In-Store
11803,2024-02-08,PRD041,STR15,CUS02017,1,575.91,0.05,309.7,Online
11804,2024-02-08,PRD044,STR05,CUS00047,1,177.02,0.0,109.94,In-Store
11805,2024-02-08,PRD023,STR03,CUS00611,2,6348.35,0.0,3607.97,In-Store
11806,2024-02-08,PRD014,STR06,CUS00505,1,2070.71,0.0,1222.65,In-Store
11807,2024-02-08,PRD042,STR03,CUS01507,2,266.99,0.0,182.18,In-Store
11808,2024-02-08,PRD001,STR03,CUS00015,1,37230.73,0.0,20591.21,In-Store
11809,2024-02-08,PRD050,STR13,CUS02338,2,764.72,0.0,563.54,In-Store
11810,2024-02-08,PRD049,STR13,CUS01067,2,824.82,0.0,573.15,In-Store
11811,2024-02-08,PRD024,STR10,CUS00460,2,6786.83,0.0,4995.71,In-Store
11812,2024-02-08,PRD049,STR05,CUS02253,2,824.82,0.0,573.15,In-Store
11813,2024-02-08,PRD022,STR10,CUS02255,1,3053.81,0.0,2119.47,In-Store
11814,2024-02-08,PRD043,STR17,CUS02234,1,354.16,0.1,280.18,Online
11815,2024-02-08,PRD018,STR07,CUS00127,1,2923.47,0.0,1807.51,In-Store
11816,2024-02-08,PRD010,STR08,CUS00197,1,27395.05,0.0,17615.0,In-Store
11817,2024-02-08,PRD042,STR09,CUS00607,2,266.99,0.0,182.18,In-Store
11818,2024-02-08,PRD010,STR03,CUS00099,1,27395.05,0.0,17615.0,In-Store
11819,2024-02-08,PRD017,STR05,CUS00259,2,2842.6,0.0,2119.97,In-Store
11820,2024-02-08,PRD002,STR13,CUS01796,1,76663.16,0.0,43939.57,In-Store
11821,2024-02-08,PRD012,STR03,CUS00435,2,3043.12,0.0,1698.89,In-Store
11822,2024-02-08,PRD015,STR11,CUS00671,1,1179.13,0.0,939.71,In-Store
11823,2024-02-08,PRD025,STR07,CUS00773,1,1867.86,0.0,1086.26,In-Store
11824,2024-02-08,PRD022,STR06,CUS01149,1,3053.81,0.0,2119.47,In-Store
11825,2024-02-08,PRD038,STR10,CUS01389,1,12076.94,0.0,7419.68,In-Store
11826,2024-02-09,PRD032,STR05,CUS00199,1,5225.34,0.0,3782.27,In-Store
11827,2024-02-09,PRD005,STR18,CUS02354,2,18335.12,0.0,11384.88,Online
11828,2024-02-09,PRD032,STR05,CUS00768,1,5225.34,0.0,3782.27,In-Store
11829,2024-02-09,PRD047,STR03,CUS01435,2,205.45,0.0,161.22,In-Store
11830,2024-02-09,PRD034,STR01,CUS00244,2,8918.55,0.0,5825.84,In-Store
11831,2024-02-09,PRD043,STR12,CUS02177,1,354.16,0.0,280.18,In-Store
11832,2024-02-09,PRD039,STR05,CUS00715,1,6108.59,0.0,4829.6,In-Store
11833,2024-02-09,PRD019,STR05,CUS01788,2,3752.67,0.0,2331.1,In-Store
11834,2024-02-09,PRD037,STR02,CUS00471,1,1804.66,0.0,1370.06,In-Store
11835,2024-02-09,PRD020,STR01,CUS00827,1,611.43,0.0,398.62,In-Store
11836,2024-02-09,PRD025,STR04,CUS02472,1,1867.86,0.0,1086.26,In-Store
11837,2024-02-09,PRD028,STR07,CUS01420,1,3337.73,0.0,2553.79,In-Store
11838,2024-02-09,PRD048,STR12,CUS02261,1,892.97,0.0,502.98,In-Store
11839,2024-02-09,PRD044,STR02,CUS00674,2,177.02,0.0,109.94,In-Store
11840,2024-02-09,PRD032,STR07,CUS01763,1,5225.34,0.0,3782.27,In-Store
11841,2024-02-09,PRD032,STR18,CUS01061,1,5225.34,0.1,3782.27,Online
11842,2024-02-09,PRD010,STR12,CUS01238,1,27395.05,0.0,17615.0,In-Store
11843,2024-02-09,PRD008,STR18,CUS00022,1,27873.72,0.0,21802.36,Online
11844,2024-02-10,PRD006,STR11,CUS02323,2,50500.57,0.0,28977.4,In-Store
11845,2024-02-10,PRD028,STR04,CUS01673,2,3337.73,0.0,2553.79,In-Store
11846,2024-02-10,PRD042,STR04,CUS01619,1,266.99,0.0,182.18,In-Store
11847,2024-02-10,PRD038,STR12,CUS01619,2,12076.94,0.0,7419.68,In-Store
11848,2024-02-10,PRD002,STR18,CUS01898,1,76663.16,0.0,43939.57,Online
11849,2024-02-10,PRD028,STR06,CUS02193,2,3337.73,0.0,2553.79,In-Store
11850,2024-02-10,PRD005,STR04,CUS01575,1,18335.12,0.1,11384.88,In-Store
11851,2024-02-10,PRD024,STR18,CUS00809,2,6786.83,0.0,4995.71,Online
11852,2024-02-10,PRD014,STR15,CUS02036,1,2070.71,0.0,1222.65,Online
11853,2024-02-10,PRD028,STR17,CUS00086,3,3337.73,0.0,2553.79,Online
11854,2024-02-10,PRD033,STR01,CUS01381,1,6468.2,0.0,4738.95,In-Store
11855,2024-02-10,PRD045,STR17,CUS00866,1,592.01,0.0,413.18,Online
11856,2024-02-10,PRD047,STR15,CUS01525,1,205.45,0.0,161.22,Online
11857,2024-02-10,PRD041,STR05,CUS01403,1,575.91,0.0,309.7,In-Store
11858,2024-02-10,PRD013,STR11,CUS02028,3,2327.49,0.0,1299.57,In-Store
11859,2024-02-10,PRD039,STR03,CUS02216,1,6108.59,0.0,4829.6,In-Store
11860,2024-02-10,PRD050,STR08,CUS02048,1,764.72,0.0,563.54,In-Store
11861,2024-02-10,PRD027,STR11,CUS01533,1,4506.83,0.0,3009.24,In-Store
11862,2024-02-10,PRD019,STR02,CUS00532,1,3752.67,0.0,2331.1,In-Store
11863,2024-02-10,PRD032,STR18,CUS00497,1,5225.34,0.0,3782.27,Online
11864,2024-02-11,PRD049,STR09,CUS01790,1,824.82,0.0,573.15,In-Store
11865,2024-02-11,PRD046,STR11,CUS00050,1,617.95,0.0,468.13,In-Store
11866,2024-02-11,PRD046,STR12,CUS02399,1,617.95,0.0,468.13,In-Store
11867,2024-02-11,PRD030,STR12,CUS00118,2,10244.81,0.0,5833.55,In-Store
11868,2024-02-11,PRD014,STR18,CUS00439,1,2070.71,0.0,1222.65,Online
11869,2024-02-11,PRD033,STR11,CUS01469,1,6468.2,0.0,4738.95,In-Store
11870,2024-02-11,PRD023,STR10,CUS01762,2,6348.35,0.0,3607.97,In-Store
11871,2024-02-11,PRD018,STR16,CUS00617,1,2923.47,0.0,1807.51,Online
11872,2024-02-11,PRD019,STR11,CUS01243,1,3752.67,0.0,2331.1,In-Store
11873,2024-02-11,PRD023,STR09,CUS01019,2,6348.35,0.05,3607.97,In-Store
11874,2024-02-11,PRD033,STR14,CUS01600,1,6468.2,0.2,4738.95,Online
11875,2024-02-11,PRD034,STR04,CUS00221,3,8918.55,0.0,5825.84,In-Store
11876,2024-02-11,PRD018,STR12,CUS01776,1,2923.47,0.0,1807.51,In-Store
11877,2024-02-11,PRD002,STR14,CUS00559,1,76663.16,0.0,43939.57,Online
11878,2024-02-11,PRD002,STR11,CUS00637,1,76663.16,0.0,43939.57,In-Store
11879,2024-02-11,PRD032,STR04,CUS00209,2,5225.34,0.0,3782.27,In-Store
11880,2024-02-11,PRD050,STR09,CUS01603,1,764.72,0.0,563.54,In-Store
11881,2024-02-11,PRD012,STR15,CUS00039,1,3043.12,0.0,1698.89,Online
11882,2024-02-11,PRD048,STR07,CUS02451,1,892.97,0.0,502.98,In-Store
11883,2024-02-11,PRD029,STR17,CUS00771,1,10664.77,0.0,5794.25,Online
11884,2024-02-11,PRD002,STR01,CUS00471,1,76663.16,0.0,43939.57,In-Store
11885,2024-02-11,PRD044,STR12,CUS00700,1,177.02,0.0,109.94,In-Store
11886,2024-02-11,PRD010,STR04,CUS00492,1,27395.05,0.0,17615.0,In-Store
11887,2024-02-11,PRD004,STR12,CUS01974,1,52665.96,0.0,29508.13,In-Store
11888,2024-02-11,PRD031,STR17,CUS00807,1,5326.19,0.0,3732.55,Online
11889,2024-02-11,PRD002,STR10,CUS01121,1,76663.16,0.0,43939.57,In-Store
11890,2024-02-11,PRD042,STR08,CUS02495,1,266.99,0.05,182.18,In-Store
11891,2024-02-11,PRD046,STR16,CUS02235,1,617.95,0.0,468.13,Online
11892,2024-02-11,PRD029,STR09,CUS01177,1,10664.77,0.0,5794.25,In-Store
11893,2024-02-11,PRD021,STR10,CUS01455,1,5064.11,0.0,2806.05,In-Store
11894,2024-02-11,PRD011,STR06,CUS02425,1,1116.0,0.0,715.75,In-Store
